[[EntryType]],[[Speaker]],[[*English*]],[[*Japanese*]],[[*MT*]],[[メモ]],[[管理用メモ]],[[*FileID*]],[[*Key*]],[[No]],[[SpeakerType]],14.89%
TutrialTips,,Ninth note,,第九ノート,,,quests,t_AkYUXSMPbEKcvlpXRy_gSw_name,80,,
TutrialTips,,"Magic has two aspects, additive and subtractive. The additive is when we channel our life force outside, as if removing some part of it from within, to shape it into a new object. This is how, using magic, we create food stockpiles and power crystals or call rain to fertilize crops. The subtractive is when we remove the existing matter, such as when we flatten a mountain to create a new pasture. There are two things in particular that make me wonder at this dynamic. First, what exactly happens to all this matter which we remove from our world? Does it disappear completely, or is it turned into something that we do not see, that we do not understand? Could we use up all matter in such a way? The second question is more troubling. Subtractive magic seems much stronger than the additive type. Why is that the case? Is it the natural order of the universe, since it is easier to destroy than to create? Or, has someone has made it so?",,マジックは、加算・減算二つの側面を持っています。内からのいくつかの一部を除去するかのように、我々は、新しいオブジェクトにそれを形作るために、私たちの生命力の外チャネル際に添加剤です。これは、魔法を使用して、我々は受精作物への食料備蓄や電源結晶またはコールの雨を作成する方法、です。減法混色は、我々はそのような私たちは新しい牧草地を作成するために山を平らにするときのように、既存の物質を除去する場合です。私は、このダイナミックで疑問に思う作り、特に2つのものがあります。まず、まさに、我々は我々の世界から削除し、すべてこの問題はどうなりますか？それは完全に消滅しない、またはそれは我々が理解していないことを、我々は見ていないことを何かになっていますか？私たちは、このような方法で、すべての問題を使用してもらえますか？ 2番目の質問は、より厄介です。減法魔法は添加物の種類よりもはるかに強いと思われます。なぜ、そうではありますか？作成するよりも破壊しやすいので、それは、宇宙の自然な順序ですか？それとも、誰かがそれをしたのか？,,,quests,t_AkYUXSMPbEKcvlpXRy_gSw_desc,81,,
TutrialTips,,Tenth note,,第十ノート,,,quests,t_o-W-ZkYTv0WLNzBNfKsWbg_name,82,,
TutrialTips,,"Over time, magic has been standardized, categorized. It proved to be most effective and logical if we adapted the power to the things we already knew. Thus, we linked it to the elements of Air, Fire, Water, and Earth. The elemental spirits shared their knowledge of the elements, as they could also absorb the power and study it. Students are now trained in all elemental schools, one by one, as this is required to attain the rank of Magus. Through the mastery of all elements, we also learn how to judge the limits of our own capabilities so we do not overexert ourselves. For the nature of this “magic disease” has now changed. When a magic practitioner takes one step too many past his or her limits, they implode, creating a dark globe of light-absorbing energy. This has been called “Void”, the fifth element. We do not know what it is, but we fear it greatly. When this unfortunate event happens, the void energy is immediately collected and stored in the most secure mana chamber, which only the First Magus has access to.",,時間が経つにつれて、魔法を分類し、標準化されています。それは、我々はすでに知っていた事に力を適応した場合に最も効果的かつ論理的であることが判明しました。したがって、我々は、空気、火、水、そして地球の要素にそれをリンクさ。彼らはまた、電力を吸収し、それを学ぶことができ、元素の霊は、要素の知識を共有します。これは魔術師のランクを達成するために必要とされるような学生は今、すべての元素の学校、一つ一つの訓練を受けています。すべての要素の習得を通じ、我々はまた、我々は自分自身をoverexertないように、私たち自身の能力の限界を判断する方法を学びます。この「魔法の病気」の性質のために、今変更されました。魔法の開業医が自分の限界過去あまりにも多くの一歩を取るとき、彼らは光吸収エネルギーの暗黒の世界を作成、内破。これは、5番目の要素、「ボイド」と呼ばれてきました。私たちは、それが何であるかわからないが、我々は非常にそれを恐れています。この不幸な出来事が発生した場合、無効エネルギーがすぐに収集され、最初の魔術師がアクセス権を持っている最も安全なマナ室に格納されています。,,,quests,t_o-W-ZkYTv0WLNzBNfKsWbg_desc,83,,
TutrialTips,,Eleventh note,,第11ノート,,,quests,t_f3I_fC83iUSVVAzbA_J_EA_name,84,,
TutrialTips,,"The four edicts are still followed to the letter these days. We must be moderate in the usage of power, until we understand its origins. Magic can be applied only in tasks approved by the Council. Outside of that, single applications of power require a direct authorization by the First Magus. I have been very reserved in granting such authorizations. If there is a dire event that requires such, I attend to it myself. I have been criticized by the community for it; some say that I do it to show my superiority in skill. I care little about that, for no one dares to challenge me openly. For my true reasons for this are very different.",,4つの布告はまだ、これらの日の手紙に続いています。私たちはその起源を理解するまで私たちは、消費電力の使用量が中程度である必要があります。マジックは、理事会で承認されたタスクにのみ適用することができます。それ以外では、消費電力の単一のアプリケーションは、まずメイガスによる直接の承認を必要とします。私は非常に、そのような権限を付与するに予約されています。そのような必要が悲惨な出来事があれば、私は自分自身がそれに参加しています。私はそれのためのコミュニティから批判されています。いくつかは、私はそれがスキルで自分の優位性を示すために、行うことを言います。私は率直に私に挑戦する誰もあえてのために、それについて少し気に。このため私の本当の理由から非常に異なっています。,,,quests,t_f3I_fC83iUSVVAzbA_J_EA_desc,85,,
TutrialTips,,Twelfth note,,十二ノート,,,quests,t__tTq4LhUZke2pvTNwhDs2Q_name,86,,
TutrialTips,,"They say that I am the greatest Magus who ever lived. That is the truth, yet I feel no joy about that. For I understand the magic on a new, disturbing level. It offers us wondrous powers; nothing is beyond our reach now. But I feel that it is just a trick, a bait. That it is nothing more than a veil cast over our eyes so we do not see the true purpose of power and do not learn the reasons why it had been given to us. I am sure now that it is not a gift of Artara itself, as most people claim, but instead it is a gift from… someone. And when the time comes, this someone will reveal itself to us and will require that we pay the price. Therefore, I will spend all my life researching the magic and its origins. I will do whatever is necessary to find the answers to all the questions I have. I will experiment with magic in ways never tried before, will experiment also with void element. If my research kills me, I hope that the notes I leave will be useful to those who will follow me.<newline><newline>Thus do I Proteus, the First Magus in the year 432 of V Era, commit to this. We have found a thousand answers already, but I will find the right one.",,彼らは、私が今まで住んでいた最も偉大な魔術師だと言います。それは真実で、まだ私はそのことについて何の喜びを感じていません。私は新しい、乱すレベルでのマジックを理解するために。それは私たちに不思議な力を提供しています。何も今私たちの手の届かないところではありません。しかし、私はそれだけでトリック、餌であると感じています。私たちは、電力の真の目的が表示されない、それが私たちに与えられていた理由を学習することはありませんので、それは私たちの目の上にベールキャスト以外の何物でもないということ。私は確かに今ではほとんどの人が主張するように、それがArtara自体の賜物ではないということですが、代わりにそれはから...誰かの贈り物です。時が来ればと、この誰かが私たちに自分自身を明らかにし、我々は価格を支払うことを要求されます。したがって、私は魔法とその起源を研究し、すべての私の人生を過ごすことになります。私は私が持っているすべての質問への答えを見つけることが必要であるものは何でもします。私は、前に試したことがない方法で魔法を使って実験します空要素でも試します。私の研究は私を殺すならば、私は私が去るノートは私に従うだろう人々に有用であろうことを願っています。<改行> <改行>したがって、私プロテウス、V時代の年432の最初の魔術師は、これにコミットします。我々はすでに千の答えを見つけたが、私は正しいものを見つけるでしょう。,,,quests,t__tTq4LhUZke2pvTNwhDs2Q_desc,87,,
TutrialTips,,Thirteenth note,,第十三ノート,,,quests,t_lcySg9bvw0K-tuh0GjcMGw_name,88,,
TutrialTips,,"When I read my previous notes, I see how naive I was, how we all were. We have found our answer, and it is not the one we hoped to find. I often wonder if my zealotry caused the cracks to appear. The land is destroyed, and the constructs are assaulting the few of us that remain. Our grand civilization lies in ruins. We know our true Enemy now, yet we cannot reach them. The Tower is surely invulnerable, and our ranks swelled with battle-hardened magi from across the land. Should we simply hunker down here and cultivate our craft? Many in the High Council urged me to choose this path. Yet how can we defeat the enemy in open combat when they are the source of the magic we wield?<br><br>They call me the Destroyer now, and I accept this name, embrace it. I see the dissention in the minds of some in the Tower. As we prepare for our final task, we all know that we are taking a chance. Our only chance. The Great Sacrifice must proceed.",,私は私の以前のノートを読んだとき、私たちはすべてがあったか、素朴な私がいたかを確認します。私たちは答えを見出し、それは我々が見つけることを望んだものではありません。私の狂信は亀裂が出現させた場合、私はしばしば疑問に思います。土地は破壊され、構築物が残っていることを私たちのいくつかを暴行しています。私たちの壮大な文明遺跡です。私たちは今、私たちの本当の敵を知って、まだ我々はそれらを達することができません。タワーは確かに不死身である、と私たちのランクは、土地全体から戦い硬化マギで膨潤。我々は単にここにダウンhunkerと私たちの工芸品を培うべきですか？高等評議会の多くは、このパスを選択するために私を促しました。しかし、彼らは魔法の源であるときに我々はオープン戦闘で敵を倒すことができますどのように我々振るう？<BR> <BR>彼らは今、デストロイヤー、私を呼んで、私はそれを受け入れ、この名前を受け入れます。私はタワー内のいくつかの心の中にdissentionを参照してください。我々は最後の作業のための準備として、私たちはすべて我々がチャンスを取っていることを知っています。私たちの唯一のチャンス。グレートの犠牲を進める必要があります。,,,quests,t_lcySg9bvw0K-tuh0GjcMGw_desc,89,,
TutrialTips,,All notes collected,,すべてのノートを収集します,,,quests,t_Nkmy9KJNx0aWQvXlzvF4bQ_name,90,,
TutrialTips,,"Your champions have found all the notes and learned a lot about Proteus, the greatest Magus who ever lived, and the nature of magic. Unfortunately, this still doesn't tell you how you can save the world.",,あなたのチャンピオンは、すべてのノートを発見し、プロテウス、これまで住んでいた最も偉大な魔術師、そして魔法の性質について多くのことを学びました。残念ながら、これはまだあなたが世界を救うことができる方法を教えてくれません。,,,quests,t_Nkmy9KJNx0aWQvXlzvF4bQ_desc,91,,
TutrialTips,,Teleportation(?) device,,テレポーテーション（？）デバイス,,,quests,t_mg9u-LskOUua4OyQS0kJcg_name,94,,
TutrialTips,,"Your champions have discovered an ancient device, similar to teleportation stones. It is inactive. Perhaps it could be activated?",,あなたのチャンピオンは、テレポーテーション石に似た古代のデバイスを、発見しました。それは非アクティブです。おそらくそれは、アクティブにされるだろうか？,,,quests,t_mg9u-LskOUua4OyQS0kJcg_desc,95,,
TutrialTips,,Teleport activated,,テレポートが有効,,,quests,t_1JY6zk94ZkKOBWGFyYznbA_name,96,,
TutrialTips,,Your party has found a lever that activated the teleporter.,,あなたのパーティーはテレポーターをアクティブにレバーを発見しました。,,,quests,t_1JY6zk94ZkKOBWGFyYznbA_desc,97,,
TutrialTips,,Machine parts,,機材,,,quests,t_fZgUu1oMvEyYZqLlqOgZ_w_name,98,,
TutrialTips,,"Your champions managed to collect mechanical parts, that appeared to belong to the same device.",,同じデバイスに属しているように思われた機械部品を収集するために管理し、あなたのチャンピオン、。,,,quests,t_fZgUu1oMvEyYZqLlqOgZ_w_desc,99,,
TutrialTips,,Machine repaired,,機械の修理します,,,quests,t_tuwX5ZpGikm1QEKrJj3gfg_name,100,,
TutrialTips,,"Your champions used the parts they found to repair a broken machine. However, it attacked them… It seems like nothing in this place is friendly.",,あなたのチャンピオンは、彼らが壊れたマシンを修復した部品を使用していました。しかし、それはそれらを攻撃...この場所で何もフレンドリーではないように思えます。,,,quests,t_tuwX5ZpGikm1QEKrJj3gfg_desc,101,,
TutrialTips,,Machine left,,マシン左,,,quests,t_3FLTvI4OFEakccznGhf8kQ_name,102,,
TutrialTips,,"Your champions decided to leave the broken machine, abandoned to its fate.",,あなたのチャンピオンは、その運命に捨てられた壊れたマシンを、残すことを決めました。,,,quests,t_3FLTvI4OFEakccznGhf8kQ_desc,103,,
TutrialTips,,Looking for amulets,,お守りを探して,,,quests,t_RHZY-WgveEWB1YpQNJWVoQ_name,105,,
TutrialTips,,"Some poor aspiring mage has been trapped in this place for hundreds of years and doesn’t even realize his body has rotted away to nothing. He asks that you “free” him by combing five elemental amulets — one from each sector of this floor and a mysterious fifth. Would it be a kindness to release him to death or better to leave him in his present state, oblivious to his true plight?",,いくつかの貧しい人々の意欲的な魔術師は、何百年もの間、この場所に閉じ込められてきたとも、彼の体は何も離れて腐敗している実感はありません。このフロアの各部門からの1と神秘的な第五 - 彼は5つの元素のお守りをコーミングすることによって、彼をあなたの「自由」という要求します。それは、彼の真の窮状を忘れて彼の現在の状態で彼を残して死亡またはより良いに彼を解放するために優しさでしょうか？,,,quests,t_RHZY-WgveEWB1YpQNJWVoQ_desc,106,,
TutrialTips,,Water Amulet collected,,ウォーターお守りを収集します,,,quests,t_5BxVdrVANUOkjbuXJA5Acg_name,107,,
TutrialTips,,"Your party has recovered the Amulet of Water. At first glance, the crystal inside it seemed to be floating within the frame, but whenever you get closer, it acts as if it were a normal piece of jewellery.",,あなたのパーティーは、水のお守りを回復しました。一見すると、その内部に結晶がフレーム内に浮いているように見えたが、あなたが近づくたび、それがジュエリーの正常な部分であるかのように、それが動作します。,,,quests,t_5BxVdrVANUOkjbuXJA5Acg_desc,108,,
TutrialTips,,Air Amulet collected,,空気お守りを収集します,,,quests,t_OdBK2OJI4EWhER-sSyP2mw_name,109,,
TutrialTips,,"Your party has found the Amulet of Air… or at least something which looks like an amulet. It seems not to weigh anything, and yet it can be held. Could this be some elaborate illusion?",,あなたのパーティーは、空気のお守りを見つけた...か、お守りのように見える少なくとも何かしています。何かを比較検討することがないようで、まだそれを保持することができます。これは、いくつかの精巧な錯覚だろうか？,,,quests,t_OdBK2OJI4EWhER-sSyP2mw_desc,110,,
TutrialTips,,Fire Amulet collected,,火お守りを収集します,,,quests,t_2fQJA8BQrUaMwlMHPqCPOg_name,111,,
TutrialTips,,"The Amulet of Fire is in your champions' hands, but they could have paid a high price for it with all that fire around. Why do you risk their lives to save somebody you don't even know…?",,火のお守りはあなたのチャンピオンの手にあるが、彼らはすべてのこと火のまわりでそれのために高い価格を支払っている可能性があります。なぜあなたは、あなたも知らない誰かを救うために命を危険にさらしますか...？,,,quests,t_2fQJA8BQrUaMwlMHPqCPOg_desc,112,,
TutrialTips,,Earth Amulet collected,,地球お守りを収集します,,,quests,t_01kWtoDPhUGlXg6vCM0vqw_name,113,,
TutrialTips,,"This is possibly the most beautiful amulet you have ever seen. Such an item would be worth a lot… well, if the land weren't dying of famine.",,これはおそらくあなたが今まで見た中で最も美しいお守りです。土地は飢饉で死ぬていなかった場合、このような項目は、よく...価値がたくさんあることでしょう。,,,quests,t_01kWtoDPhUGlXg6vCM0vqw_desc,114,,
TutrialTips,,Void Amulet collected,,ボイドお守りを収集します,,,quests,t_RQSiCDojCkCZ4CSUrHxAFg_name,115,,
TutrialTips,,"Your champions have found… something. It's an amulet, there's no doubt. But all those inscriptions, this unsettling aura… It'd probably be best if they discarded it as soon as possible.",,あなたのチャンピオンが発見した...何かを。それは間違いなくありません、お守りです。彼らはできるだけ早くそれを破棄した場合でも、すべてのそれらの碑文は、この不安オーラが...それはおそらく最高のだろう。,,,quests,t_RQSiCDojCkCZ4CSUrHxAFg_desc,116,,
TutrialTips,,Amulets fused,,護符が融合します,,,quests,t_8VIl_naESEmzz5iDNaBjAg_name,117,,
TutrialTips,,"You order your champions to do what seemed to be the only option - release the poor Magus' soul. Some would have called it ""killing"", but what choice did you have? It was the only freedom you could offer him. Besides, this amulet could greatly help your champions in the quest to save the world. Desperate times…",,あなたは唯一の選択肢であるように見えた何をすべきか、あなたのチャンピオンを注文 - 貧しいメイガス魂を解放します。一部には「殺す」と呼んでいるだろうが、あなたはどのような選択肢がありましたか？それはあなたが彼を提供できる唯一の自由でした。また、このお守りを大幅に世界を救うためにクエストであなたのチャンピオンを助けることができます。絶望的な回...,,,quests,t_8VIl_naESEmzz5iDNaBjAg_desc,118,,
TutrialTips,,Save a soul,,魂の保存,,,quests,t_Bexara8dQkiWjbu2yHs4nA_name,119,,
TutrialTips,,"You have spared Magus' life, as you felt honor bound not to do anything else. Enough people have already lost their lives in the Tower, and killing an innocent spirit would not help your champions in any way. The resulting amulet probably would have been powerful, but if you'd order them to kill for a bauble, what would be the difference between Sleath and you?",,あなたが何かをしないバインドされ名誉を感じたとしてあなたは、メイガスの生活を免れるしています。十分な人々がすでにタワーで命を失っている、と無実の精神を殺すことはどのような方法であなたのチャンピオンを助けないだろう。結果のお守りはおそらく強力だったでしょうが、あなたはSleathとあなたの違いがどうなるか、安物の宝石のために殺すためにそれらを注文したい場合は？,,,quests,t_Bexara8dQkiWjbu2yHs4nA_desc,120,,
TutrialTips,,Explore the tower,,タワーを探索,,,quests,t_R_vaNaSNT0Ghqrwl0jKKXA_name,123,,
TutrialTips,,Your champions have reached the first floor of the tower. The area is immense. You hope that they will find a staircase leading below without any tough challenges.,,あなたのチャンピオンはタワーの一階に達しています。面積が広大です。あなたは、彼らがどんなタフな挑戦せずに、以下の主要な階段を見つけることを願っています。,,,quests,t_R_vaNaSNT0Ghqrwl0jKKXA_desc,124,,
TutrialTips,,Grey Shaman's barrier,,グレイシャーマンのバリア,,,quests,t_VWxJ6BEgvk-zzn2bGuxDgA_name,125,,
TutrialTips,,"Grey Shaman created a magic barrier here, blocking the passage of your party. Even if he is dead, his magic remains. It must be tied to the Magic Source. Destroy it first.",,灰色のシャーマンは、あなたのパーティーの通過を阻止する、ここで魔法障壁を作成しました。彼が死んでいる場合であっても、彼の魔法が残っています。それは魔法のソースに接続する必要があります。最初にそれを破壊します。,,,quests,t_VWxJ6BEgvk-zzn2bGuxDgA_desc,126,,
TutrialTips,,Ancient barrier,,古代の障壁,,,quests,t_ndRPcJ-iMki-8U66koSa3A_name,127,,
TutrialTips,,"It turned out that Orc magic was layered upon yet another barrier, this one ancient in origin. Your champions know no way to breach it. Tower Avatar mentioned that it is unbreachable, yet your party does not give up and will look for other ways.<br>",,それはオークの魔法が起源で、この1古代、さらに別の障壁により積層したことが判明しました。あなたのチャンピオンは、それを突破する方法を知っていません。タワーアバターは、それがunbreachableであることを述べ、まだあなたのパーティーはあきらめず、他の方法を探します。<BR>,,,quests,t_ndRPcJ-iMki-8U66koSa3A_desc,128,,
TutrialTips,,Ancient Altar,,古代の祭壇,,,quests,t_Txot8NoDikiV-0PlOcOEfg_name,129,,
TutrialTips,,A mysterious voice has granted your party the ability to absorb ancient magic. They should return to the Magic Barrier and see if they can breach it now.,,神秘的な声は、古代の魔法を吸収する能力をあなたのパーティーを付与しています。彼らは魔法の障壁に戻り、彼らは今、それを破ることができるかどうかを確認する必要があります。,,,quests,t_Txot8NoDikiV-0PlOcOEfg_desc,130,,
TutrialTips,,Barrier breached,バリアが破られた,バリアが破ら,,,quests,t_K_nhR0YPXk-LY2MaVoM-pw_name,131,,1
TutrialTips,,Your champions have managed to breach the barrier and gain access to the staircase leading below.<br>,,あなたのチャンピオンは、以下の主要な階段への障壁とゲインアクセスを突破するために管理している。<BR>,,,quests,t_K_nhR0YPXk-LY2MaVoM-pw_desc,132,,
TutrialTips,,Orc Leader,,オークリーダー,,,quests,t_dwVZmFwxjEm6nsKD-ydBig_name,135,,
TutrialTips,,Your party has encountered a leader of the Orcs. He is a powerful giant that wields strong magic. Your champions can attempt to fight him now or find a way to weaken him.,,あなたのパーティーは、オークのリーダーが発生しました。彼は強力な魔法を振るう強力な巨人です。あなたのチャンピオンは今、彼と戦うか、彼を弱めるための方法を見つけることを試みることができます。,,,quests,t_dwVZmFwxjEm6nsKD-ydBig_desc,136,,
TutrialTips,,Second explosive,,第二の爆発,,,quests,t_z6UK8igz7kqAbuYSb0OeAw_name,137,,
TutrialTips,,Your party has found a second of those explosive balls.,,あなたのパーティーは、これらの爆発的なボールの第二のを発見しました。,,,quests,t_z6UK8igz7kqAbuYSb0OeAw_desc,138,,
TutrialTips,,First explosive,,最初の爆発,,,quests,t_kmB6WwREIUm_h5CqQB6O3w_name,139,,
TutrialTips,,"Your champions have found one of those exploding balls that Tower Avatar told you about. It should weaken the Orc Leader, if your party can find a way a good spot to throw them at him.",,あなたのチャンピオンはタワーアバターについてあなたに話したことを、これらの爆発ボールの一つを発見しました。あなたのパーティーは、彼にそれらを投げるには良い場所な方法を見つけることができるかどうかは、オークリーダーを弱める必要があります。,,,quests,t_kmB6WwREIUm_h5CqQB6O3w_desc,140,,
TutrialTips,,Orc Leader Defeated,,オークリーダーが敗れ,,,quests,t_S-a_2AXtUkiGXUI9M3Qt9Q_name,141,,
TutrialTips,,Your party has defeated the Orc Leader. That should solve the threat of the Orcs in this part of the level.,,あなたのパーティーはオークのリーダーを破りました。それはレベルのこの部分にオークの脅威を解決する必要があります。,,,quests,t_S-a_2AXtUkiGXUI9M3Qt9Q_desc,142,,
TutrialTips,,Destroy the barrier,,バリアを破壊します,,,quests,t_pEHo8teOv02Z7j-J_AMLfw_name,145,,
TutrialTips,,A barrier of Orcish origin is blocking your party's progress. Find its source and nullify it.,,オーク由来の障壁は、あなたのパーティーの進行をブロックしています。そのソースを見つけて、それを無効化。,,,quests,t_pEHo8teOv02Z7j-J_AMLfw_desc,146,,
TutrialTips,,Barrier has been removed,バリアは削除されました,バリアは削除されました,,,quests,t_9T_J8GhGPUaQ31DLclSdzA_name,147,,1
TutrialTips,,The Orc's totem powering the barrier had been destroyed with magic.,,バリアに電力を供給するオークのトーテムは魔法で破壊されました。,,,quests,t_9T_J8GhGPUaQ31DLclSdzA_desc,148,,
TutrialTips,,Barrier has been removed,バリアは削除されました,バリアは削除されました,,,quests,t_gg2sgptqt0iPlJGcY_a-wA_name,149,,1
TutrialTips,,The Orc's totem powering the barrier had been destroyed with a sword.,,バリアに電力を供給するオークのトーテムは剣で破壊されました。,,,quests,t_gg2sgptqt0iPlJGcY_a-wA_desc,150,,
TutrialTips,,Secrets of Mechanics,,力学の秘密,,,quests,t_ciRDVhFbaUmeJ7y6AKckBw_name,153,,
TutrialTips,,"Your champions have found an ancient engineering book. It describes a method of crafting artifacts in this particular location. They do not know, however, any appropriate schematics.",,あなたのチャンピオンは、古代の技術の本を発見しました。これは、この特定の場所にアーティファクトを作り上げる方法を記載しています。彼らは、しかし、任意の適切な回路図を知りません。,,,quests,t_ciRDVhFbaUmeJ7y6AKckBw_desc,154,,
TutrialTips,,Weapon blueprint,,武器青写真,,,quests,t_MM21nTAsFUSWG6X5PhfJLw_name,155,,
TutrialTips,,"Your champions have found a blueprint for some kind of wand or a short staff. They do not understand the language, but take the document, hoping they can find the means to translate it later.",,あなたのチャンピオンは、杖のいくつかの種類や短期スタッフのための青写真を発見しました。彼らは言語を理解、しかし、彼らは、後でそれを翻訳するための手段を見つけることができます期待して、文書を取ることはありません。,,,quests,t_MM21nTAsFUSWG6X5PhfJLw_desc,156,,
TutrialTips,,Secrets of Mechanics,,力学の秘密,,,quests,t_EWFdr3Lfh0Kb4_EnEq3H9Q_name,157,,
TutrialTips,,"Your champions have found an ancient engineering book. It describes a method of crafting artifacts in this particular location. They translated the weapon blueprint found earlier, now they only need to find the required materials:<br>1. A crystal heart of the golem, that was used to power ancient devices.<br>2. A wire, that needs to be much stronger than standard steel.",,あなたのチャンピオンは、古代の技術の本を発見しました。これは、この特定の場所にアーティファクトを作り上げる方法を記載しています。 1 <BR>：彼らは武器の青写真は今、彼らは唯一の必要な材料を見つける必要があり、以前見つけ翻訳しました。電源古代のデバイスに使用されたゴーレムのクリスタルハート、。<BR> 2。標準鋼よりはるかに強力であることが必要ワイヤー、。,,,quests,t_EWFdr3Lfh0Kb4_EnEq3H9Q_desc,158,,
TutrialTips,,Weapon blueprint,,武器青写真,,,quests,t_e3_OH1orb0WYhB6YY-4TMQ_name,159,,
TutrialTips,,"Your champions have found a blueprint for some kind of wand or a short staff. Thanks to the ancient engineering book they had found earlier, they understand how to craft the weapon. Now they only need to find the required materials: <br>1. A crystal heart of the golem, that was used to power ancient devices.<br>2. A wire, that needs to be much stronger than standard steel.",,あなたのチャンピオンは、杖のいくつかの種類や短期スタッフのための青写真を発見しました。彼らは以前に発見した古代のエンジニアリングブックのおかげで、彼らは武器を作る方法を理解します。 <BR> 1：今、彼らは唯一の必要な材料を見つける必要があります。電源古代のデバイスに使用されたゴーレムのクリスタルハート、。<BR> 2。標準鋼よりはるかに強力であることが必要ワイヤー、。,,,quests,t_e3_OH1orb0WYhB6YY-4TMQ_desc,160,,
TutrialTips,,Gold wire found,,ゴールドワイヤーFOUND,,,quests,t_bznsAgQAL0GX4sPYeUbB0w_name,161,,
TutrialTips,,Your party has found dark gold wire required to craft the weapon.,,あなたのパーティーは武器を作るために必要な暗い金ワイヤを発見しました。,,,quests,t_bznsAgQAL0GX4sPYeUbB0w_desc,162,,
TutrialTips,,Crystal heart found,,クリスタルハートFOUND,,,quests,t_WJU4BO3y1kiUwkqHrkP_Jg_name,163,,
TutrialTips,,Your party has salvaged a power crystal from broken construct.,,あなたのパーティーは壊れ構造からの電力結晶を引き揚げました。,,,quests,t_WJU4BO3y1kiUwkqHrkP_Jg_desc,164,,
TutrialTips,,Return to the forge,,フォージに戻ります,,,quests,t_y-G-pmHoJ06PZ_05DY49xQ_name,165,,
TutrialTips,,Your party has found all the required materials. They can return to forge and craft a weapon.,,あなたのパーティーは、すべての必要な材料を発見しました。彼らは、鍛造に戻り、武器を作ることができます。,,,quests,t_y-G-pmHoJ06PZ_05DY49xQ_desc,166,,
TutrialTips,,Portals blocked by a forcefield,,力場によってブロックされたポータル,,,quests,t_XSCs0b_xI0ieiS_tRoC9dw_name,169,,
TutrialTips,,Your party found two portals blocked by some kind of forcefield. It cannot be penetrated.,,あなたのパーティーは、力場のいくつかの種類によってブロックされた2つのポータルを発見しました。それは浸透することができません。,,,quests,t_XSCs0b_xI0ieiS_tRoC9dw_desc,170,,
TutrialTips,,Forcefield activation,,フォースフィールドの活性化,,,quests,t_Ekw2C_BOUEab2M44R-qXvA_name,171,,
TutrialTips,,Your party found one of the buttons which manipulate the forcefield. Perhaps there are more.,,あなたのパーティーは力場を操作するボタンのいずれかを発見しました。おそらく、多くのがあります。,,,quests,t_Ekw2C_BOUEab2M44R-qXvA_desc,172,,
TutrialTips,,Portal unlocked,,ポータルロック解除,,,quests,t_Ir5S335WD0ah86C2Uxig0A_name,173,,
TutrialTips,,All buttons have been set to the same position. One of the portals has been unlocked.,,すべてのボタンを同じ位置に設定されています。ポータルの一つは、ロックが解除されました。,,,quests,t_Ir5S335WD0ah86C2Uxig0A_desc,174,,
TutrialTips,,Prison of the Exiled,,亡命の刑務所,,,quests,t__Y6BCOz6F0iEowD9wlB-Uw_name,175,,
TutrialTips,,Your champions have found a prison station with Daeva Wisp.,,あなたのチャンピオンはディーヴァウィスプと刑務所ステーションを発見しました。,,,quests,t__Y6BCOz6F0iEowD9wlB-Uw_desc,176,,
TutrialTips,,Vault of the Exotic,,エキゾチックのボールト,,,quests,t_NXVx2XJxPk2MDm9iIcks2Q_name,177,,
TutrialTips,,Your champions have found a vault with legendary treasure.,,あなたのチャンピオンは、伝説の宝と金庫を発見しました。,,,quests,t_NXVx2XJxPk2MDm9iIcks2Q_desc,178,,
TutrialTips,,Access denied,,アクセスが拒否されました,,,quests,t_d7KMBh6iy0ChpTCRR_5JZg_name,179,,
TutrialTips,,Your champions are unworthy in the eyes of Daeva. They cannot return to the their realm.,,あなたのチャンピオンはディーヴァの目には値しないです。彼らは彼らのレルムに戻ることはできません。,,,quests,t_d7KMBh6iy0ChpTCRR_5JZg_desc,180,,
TutrialTips,,Learn the symbol language,,シンボルの言語を学びます,,,quests,t_LTbo5uHrS02skgUhyX3StQ_name,183,,
TutrialTips,,"Your champions agreed to be put on trial by Daeva, a mysterious race of energy-like creatures. There was no other way to proceed. In order to do so, they must learn the symbol language of this mysterious race, since Daeva do not trust in spoken words.",,あなたのチャンピオンはディーヴァ、エネルギーのような生き物の神秘的なレースで裁判にかけすることに合意しました。続行する他の方法はありませんでした。ディーヴァは話し言葉では信用していないので、そうするためには、彼らは、この神秘的なレースのシンボルの言語を習得しなければなりません。,,,quests,t_LTbo5uHrS02skgUhyX3StQ_desc,184,,
TutrialTips,,Symbol Room [+],,シンボルルーム[+],,,quests,t_ZCZFfZwW3k2nfEbyKvMZDA_name,185,,
TutrialTips,,"Your champions visited a room with a large glowing symbol [+]. They felt good in this room, confident and positive. This is one of the symbols used by Daeva to communicate with other races.",,あなたのチャンピオンは、大きな輝く記号[+]で部屋を訪問しました。彼らは、この部屋には良い自信を持ってポジティブに感じました。これは他の種族と通信するためにディーヴァによって使用されるシンボルの一つです。,,,quests,t_ZCZFfZwW3k2nfEbyKvMZDA_desc,186,,
TutrialTips,,Symbol Room [x],,シンボルルーム[X],,,quests,t_twX_keLm7kaLlhMR6Kly-g_name,187,,
